,year,month,day,title,director,cast,genre,href,gross,budget,writer1(lakon layar),writer2 (script),genre1,genre2,genre3,genre_final,cast1,cast2,cast3,cast4,cast5,cast6,cast7,cast8,cast9,case10,cast1_gender,cast2_gender,cast3_gender,cast4_gender,cast5_gender,cast6_gender,cast7_gender,cast8_gender,cast9_gender,cast10,cast10_gender,male_dist3,female_dist3,male_dist4,female_dist4,male_dist5,female_dist5,male_dist6,female_dist6,male_dist7,female_dist7,male_dist8,female_dist8,male_dist9,female_dist9,male_dist10,female_dist10,gender_majority,year_col
96,2006,3,23,Bujang Senang,Abdul Razak Mohaideen,"Saiful Apek, Fasha Sandha, Yassin Yahya, Norlia Ghani, Sharifah Shahirah, Maimunah Ahmad, Irma Hasmie, Nabila Huda, Serina Redzuawan, Maizurah Hamzah, Azza Elite, Aishah Sinclair, Annahita Bakavoli",Comedy / Romance,,3110000.00,1800000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,SAIFUL APEK, FASHA SANDHA, YASSIN YAHYA, NORLIA GHANI, SHARIFAH SHAHIRAH, MAIMUNAH AHMAD, IRMA HASMIE, NABILA HUDA, SERINA REDZUAWAN, MAIZURAH HAMZAH,M,F,M,F,F,F,F,F,F, MAIZURAH HAMZAH,F,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.285714286,0.714285714,0.25,0.75,0.222222222,0.777777778,0.2,0.8,Female,23
101,2006,8,10,Remp-It,Ahmad Idham,"Farid Kamil, Cat Farish, Julia Hana, Zul Huzaimi, Aqasha, Shah Kassim, Khatijah Tan, Wazi Abdul Hamid",Drama / Action,,4000000.00,2000000.00,,,DRAMA,ACTION,,DRAMA,FARID KAMIL, CAT FARISH, JULIA HANA, ZUL HUZAIMI, AQASHA, SHAH KASSIM, KHATIJAH TAN, WAZI ABDUL HAMID,,,M,M,F,M,M,M,F,M,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.75,0.25,0.75,0.25,0.75,0.25,Male,24
112,2006,12,7,Cicak Man,Yusry Abdul Halim,"Saiful Apek, Yusry Abdul Halim, Aznil Nawawi, Fasha Sandha, AC Mizal, Adlin Aman Ramlie",Action / Comedy,,6700000.00,1700000.00,,,ACTION,COMEDY,,ACTION_COMEDY,SAIFUL APEK, YUSRY ABDUL HALIM, AZNIL NAWAWI, FASHA SANDHA, AC MIZAL, ADLIN AMAN RAMLIE,,,,,M,M,M,F,M,M,,,,,,1,0,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.833333333,0.166666667,0.833333333,0.166666667,0.833333333,0.166666667,0.833333333,0.166666667,Male,25
91,2006,1,12,The 3rd Generation,CL Hor,"Cheng Kam Cheong, Nicholas Teo, I-Fun, Amber Chia, Carmen Soo, Melvin Sia, Paul Khoo",Drama,,1000.00,1000.00,,,DRAMA,,,DRAMA,CHENG KAM CHEONG, NICHOLAS TEO, I-FUN, AMBER CHIA, CARMEN SOO, MELVIN SIA, PAUL KHOO,,,,M,M,M,F,M,M,M,,,,,1,0,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.857142857,0.142857143,0.857142857,0.142857143,0.857142857,0.142857143,0.857142857,0.142857143,Male,26
125,2007,5,10,Before We Fall in Love Again,James Lee,"Len Siew Mee, Pete Teo, Amy Len, Chye Chee Keong",Drama / Romance,,3893.00,193000.00,,,DRAMA,ROMANCE,,ROMANCE,LEN SIEW MEE, PETE TEO, AMY LEN, CHYE CHEE KEONG,,,,,,,F,M,F,M,,,,,,,,0.333333333,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,1
126,2007,5,10,Things We Do When We Fall In Love,James Lee,"Loh Bok Lai, Len Siew Mee",Drama / Romance,,3984.00,30000.00,,,DRAMA,ROMANCE,,ROMANCE,LOH BOK LAI, LEN SIEW MEE,,,,,,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,Male,2
129,2007,7,5,Chalanggai,Deepak Kumaran Menon,"Amir Muhammad, Gandhi Nathan, Dhaarshini Sankran",Drama / Comedy,,7321.00,250000.00,,,DRAMA,COMEDY,,DRAMA,AMIR MUHAMMAD, GANDHI NATHAN, DHAARSHINI SANKRAN,,,,,,,,M,M,M,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,3
122,2007,4,5,The Bird House,Khoo Eng Yow,,Drama,,8051.00,50000.00,,,DRAMA,,,DRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,4
133,2007,8,9,Hidden Summer in My Heart,Felix Tan,"Gabe Ng, Yew Lan",Drama / Romance,,9463.00,110000.00,,,DRAMA,ROMANCE,,ROMANCE,GABE NG, YEW LAN,,,,,,,,,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,Male,5
142,2007,12,20,Flower in the Pocket,Liew Seng Tat,"Wong Zi Jiang, Lim Ming Wei, Amira Nasuha Shahiran, James Lee, Azman Md. Hasan",Drama / Romance,,11000.00,64000.00,Liew Seng Tat,,DRAMA,ROMANCE,,ROMANCE,WONG ZI JIANG, LIM MING WEI, AMIRA NASUHA SHAHIRAN, JAMES LEE, AZMAN MD. HASAN,,,,,,M,F,F,M,M,,,,,,,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,6
130,2007,7,12,Cinta Yang Satu,Zulkeflie M. Osman,"Zul Huzaimy, Siti Elizad, Sharifah Sofea, Harun Salim Bachik, Nabila Huda",Comedy / Romance,,119000.00,1740000.00,Zulkeflie M. Osman,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,ZUL HUZAIMY, SITI ELIZAD, SHARIFAH SOFEA, HARUN SALIM BACHIK, NABILA HUDA,,,,,,M,F,F,M,F,,,,,,,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,Female,7
136,2007,10,13,Budak Lapok,Anwardi Jamil,Vanida Imran,Animation / Comedy,,161000.00,2590000.00,,,ANIMATION,COMEDY,,ANIMATION,VANIDA IMRAN,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,8
132,2007,8,9,Kayangan,Dato' Seri Mimi,"Fazura, Teuku Zacky Azwar, Bienda",Comedy / Romance,,257000.00,1160000.00,Dato' Seri Mimi,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,FAZURA, TEUKU ZACKY AZWAR, BIENDA,,,,,,,,F,M,F,,,,,,,,,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,9
128,2007,6,28,Diva,Sharad Sharan,"Ning Baizura, Jeremy Thomas, Adam, Awal Ashaari, Jessica Iskandar, AC Mizal, Balkisyh Semundur Khan, Shenny Andrea, Fauziah Nawi, Pushpa Narayan",Musical / Drama,,302000.00,2960000.00,,,MUSICAL,DRAMA,,MUSICAL,NING BAIZURA, JEREMY THOMAS, ADAM, AWAL ASHAARI, JESSICA ISKANDAR, AC MIZAL, BALKISYH SEMUNDUR KHAN, SHENNY ANDREA, FAUZIAH NAWI, PUSHPA NARAYAN,F,M,M,M,F,M,M,F,F, PUSHPA NARAYAN,F,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.625,0.375,0.555555556,0.444444444,0.5,0.5,Male,10
137,2007,10,25,1957: Hati Malaya,Shuhaimi Baba,"Adlin Aman Ramlie, Maya Karin, Nanu Baharuddin",Patriotism / Historical,,316000.00,3000000.00,,,PATRIOTISM,HISTORICAL,,HISTORICAL,ADLIN AMAN RAMLIE, MAYA KARIN, NANU BAHARUDDIN,,,,,,,,M,F,F,,,,,,,,,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,11
131,2007,7,26,Haru Biru,,Adlin Aman Ramlie,Drama,,412000.00,500000.00,,,DRAMA,,,DRAMA,ADLIN AMAN RAMLIE,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,12
116,2007,1,25,Syaitan,Badarudin Azmi,"Rosyam Nor, Que Haidar, Lisdawati, Liyana Jasmay",Horror,,494000.00,1260000.00,Bade Hj. Azmi ,Khir Rahman,HORROR,,,HORROR,ROSYAM NOR, QUE HAIDAR, LISDAWATI, LIYANA JASMAY,,,,,,,M,M,F,F,,,,,,,,0.666666667,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,13
139,2007,11,15,Misteri Orang Minyak,,"Sharifah Sofea, Jobot Mehran, Fizz Fairuz, Fauzi Nawawi",Horror / Mystery,,638000.00,1630000.00,,,HORROR,MYSTERY,,HORROR,SHARIFAH SOFEA, JOBOT MEHRAN, FIZZ FAIRUZ, FAUZI NAWAWI,,,,,,,F,M,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,14
120,2007,3,22,Chermin,Zarina Abdullah,"Natasha Hudson, Deanna Yusof, Farid Kamil, Khatijah Tan, Maimon Mutalib",Horror / Mystery,,760000.00,1870000.00,,,HORROR,MYSTERY,,HORROR,NATASHA HUDSON, DEANNA YUSOF, FARID KAMIL, KHATIJAH TAN, MAIMON MUTALIB,,,,,,F,F,M,F,M,,,,,,,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,Female,15
118,2007,2,18,Puaka Tebing Biru,Osman Ali,"Nasha Aziz, Umie Aida, Fahrin Ahmad, Sharifah Amani, Mislina Mustaffa, Corinne Adrienne",Horror / Mystery,,1030000.00,1280000.00,Osman Ali,,HORROR,MYSTERY,,HORROR,NASHA AZIZ, UMIE AIDA, FAHRIN AHMAD, SHARIFAH AMANI, MISLINA MUSTAFFA, CORINNE ADRIENNE,,,,,F,F,M,F,F,F,,,,,,0.333333333,0.666666667,0.25,0.75,0.2,0.8,0.166666667,0.833333333,0.166666667,0.833333333,0.166666667,0.833333333,0.166666667,0.833333333,0.166666667,0.833333333,Female,16
124,2007,5,10,Sumolah,Afdlin Shauki,"Afdlin Shauki, Inthira Charoenpura, Gurmit Singh, Awie, Patrick Teoh, Radhi Khalid, Gavin Yap, Terry Gallyot, Ben Tan, Mohd Afif, Kartina Aziz, Din Beramboi",Drama / Comedy,,1194000.00,2950000.00,Afdlin Shauki,,DRAMA,COMEDY,,DRAMA,AFDLIN SHAUKI, INTHIRA CHAROENPURA, GURMIT SINGH, AWIE, PATRICK TEOH, RADHI KHALID, GAVIN YAP, TERRY GALLYOT, BEN TAN, MOHD AFIF,M,F,M,M,M,M,M,M,M, MOHD AFIF,M,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.857142857,0.142857143,0.875,0.125,0.888888889,0.111111111,0.9,0.1,Male,17
138,2007,11,1,09-Sep,,,Romance / Comedy,,1200000.00,1500000.00,,,ROMANCE,COMEDY,,ROMANTIC_COMEDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,18
117,2007,2,8,Qabil Khushry Qabil Igam,Zaili Sulan,"Rusdi Ramli, Erra Fazira, Hans Isaac, Ziana Zain, Fauziah Nawi, Rahim Razali, Mak Jah, Maimon Mutalib, Hisham Ahmad Tajuddin",Drama,,1573000.00,2200000.00,Azlina Pa'wan,,DRAMA,,,DRAMA,RUSDI RAMLI, ERRA FAZIRA, HANS ISAAC, ZIANA ZAIN, FAUZIAH NAWI, RAHIM RAZALI, MAK JAH, MAIMON MUTALIB, HISHAM AHMAD TAJUDDIN,,M,F,M,F,F,M,F,M,M,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.555555556,0.444444444,Female,19
127,2007,5,31,Waris Jari Hantu,Shuhaimi Baba,"Maya Karin, Azean Irdawaty, Rusdi Ramli, Kavita Sidhu, Nanu Baharuddin",Horror / Drama,,1743000.00,1500000.00,,,HORROR,DRAMA,,HORROR,MAYA KARIN, AZEAN IRDAWATY, RUSDI RAMLI, KAVITA SIDHU, NANU BAHARUDDIN,,,,,,F,F,M,F,F,,,,,,,0.333333333,0.666666667,0.25,0.75,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,Female,20
141,2007,12,13,Anak Halal,Osman Ali,"Farid Kamil, Remy Ishak, Maya Karin, Fasha Sandha, Rosyam Nor, Bront Palarae, Raja Farah",Crime / Drama / Action,Tayangan Unggul,1745000.00,1800000.00,,,CRIME,DRAMA,ACTION,THRILLER,FARID KAMIL, REMY ISHAK, MAYA KARIN, FASHA SANDHA, ROSYAM NOR, BRONT PALARAE, RAJA FARAH,,,,M,M,F,F,M,M,F,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,Male,21
119,2007,3,8,Mukhsin,Yasmin Ahmad,"Shafie Naswip, Sharifah Aryana, Sharifah Aleya, Adibah Nor, Taiyuddin Bakar, Mislina Mustaffa",Comedy / Drama / Romance,,1963000.00,1000000.00,,,COMEDY,DRAMA,ROMANCE,COMEDY,SHAFIE NASWIP, SHARIFAH ARYANA, SHARIFAH ALEYA, ADIBAH NOR, TAIYUDDIN BAKAR, MISLINA MUSTAFFA,,,,,M,F,F,F,M,F,,,,,,0.333333333,0.666666667,0.25,0.75,0.4,0.6,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,22
134,2007,8,23,Impak Maksima,,Eizlan Yusof,Action / Romance,,2061000.00,1530000.00,,,ACTION,ROMANCE,,ACTION,EIZLAN YUSOF,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,23
140,2007,11,29,Nana Tanjung 2,A. Razak Mohaideen,"Shaffii Jaafar, Saiful Apek, Fasha Sandha, Waheeda, Ainul Aishah, Sheila Mambo, Jehan Miskin, Mohd Hafiz",Romance / Family / Comedy,,2208000.00,1500000.00,A. Razak Mohaideen,,ROMANCE,FAMILY,COMEDY,ROMANCE,SHAFFII JAAFAR, SAIFUL APEK, FASHA SANDHA, WAHEEDA, AINUL AISHAH, SHEILA MAMBO, JEHAN MISKIN, MOHD HAFIZ,,,M,M,F,F,F,F,M,M,,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.428571429,0.571428571,0.5,0.5,0.5,0.5,0.5,0.5,Female,24
123,2007,4,19,Zombi Kampung Pisang,Mamat Khalid,"Awie, Que Haidar, AC Mizal",Horror / Comedy,,2370000.00,1230000.00,,,HORROR,COMEDY,,HORROR_COMEDY,AWIE, QUE HAIDAR, AC MIZAL,,,,,,,,M,M,M,,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,25
121,2007,4,5,Jangan Pandang Belakang,Ahmad Idham,"Pierre Andre, Intan Ladyana",Horror / Mystery,,5778000.00,1720000.00,,,HORROR,MYSTERY,,HORROR,PIERRE ANDRE, INTAN LADYANA,,,,,,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,Male,26
135,2007,9,7,Pool,Chris Chong Chan Fui,,Experimental short,,1000.00,1000.00,,,EXPERIMENTAL SHORT,,,DRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,27
143,2008,1,10,Jarum Halus,Mark Tan,"Christien New, Juliana Ibrahim, Razif Hashim, Rahim Razali, Farah Putri, Justin Chan, Megat Sharizal",Drama / Thriller,Adaptation of William Shakespeare's play Othello,8197.00,1000.00,,,DRAMA,THRILLER,,DRAMA,CHRISTIEN NEW, JULIANA IBRAHIM, RAZIF HASHIM, RAHIM RAZALI, FARAH PUTRI, JUSTIN CHAN, MEGAT SHARIZAL,,,,M,F,M,M,F,M,M,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,Male,1
154,2008,6,12,Pensil,M. Subash Abdullah,"M. Subash Abdullah, Ruminah Sidek, Maimon Mutalib",Drama,,36000.00,450000.00,,,DRAMA,,,DRAMA,M. SUBASH ABDULLAH, RUMINAH SIDEK, MAIMON MUTALIB,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,2
164,2008,11,13,Wayang,Hatta Azad Khan,"Eman Manan, Zul Huzaimy, Mas Muharni",Drama / Art,,103000.00,1000.00,,,DRAMA,ART,,DRAMA,EMAN MANAN, ZUL HUZAIMY, MAS MUHARNI,,,,,,,,M,M,F,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,3
168,2008,12,4,Kinta 1881,C.L. Hor,"Robin Ho, David Bao, Michael Chin, Shawn Lee",Action / Martial Arts,Cantonese-language film,259000.00,1860000.00,,,ACTION,MARTIALARTS,,ACTION,ROBIN HO, DAVID BAO, MICHAEL CHIN, SHAWN LEE,,,,,,,M,M,M,M,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,4
149,2008,3,20,Akhirat,,"Nabila Huda, Vanida Imran, Tony Eusoff",Drama / Romance,,329000.00,1215000.00,,,DRAMA,ROMANCE,,ROMANCE,NABILA HUDA, VANIDA IMRAN, TONY EUSOFF,,,,,,,,F,F,M,,,,,,,,,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,Female,5
159,2008,9,25,Punggok Rindukan Bulan,Azharr Rudin,"Saeful Nazhif Satria, Sahronizam Noor, Maya Karin, Salehuddin Abu Bakar, Sharifah Amani",Drama,,417000.00,100000.00,,,DRAMA,,,DRAMA,SAEFUL NAZHIF SATRIA, SAHRONIZAM NOOR, MAYA KARIN, SALEHUDDIN ABU BAKAR, SHARIFAH AMANI,,,,,,M,M,F,M,F,,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,6
162,2008,10,16,Tipu Kanan Tipu Kiri,Sharad Sharan,"Christian Sugiono, Titi Kamal, Hans Isaac, Natasha Hudson, R. Madhavan",Comedy,,540000.00,1870000.00,,,COMEDY,,,COMEDY,CHRISTIAN SUGIONO, TITI KAMAL, HANS ISAAC, NATASHA HUDSON, R. MADHAVAN,,,,,,M,F,M,F,M,,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,7
144,2008,1,10,Kala Malam Bulan Mengambang,Mamat Khalid,"Rosyam Nor, Umie Aida, Kuswadinata, Corrien Adrienne, Avaa Vanjaa, Bront Palarae, Farid Kamil",Horror / Comedy,Tayangan Unggul,554000.00,1400000.00,Mamat Khalid,,HORROR,COMEDY,,HORROR_COMEDY,ROSYAM NOR, UMIE AIDA, KUSWADINATA, CORRIEN ADRIENNE, AVAA VANJAA, BRONT PALARAE, FARID KAMIL,,,,M,F,F,F,F,M,M,,,,,0.333333333,0.666666667,0.25,0.75,0.2,0.8,0.333333333,0.666666667,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,Female,8
165,2008,11,20,Selamat Pagi Cinta,,"Pierre Andre, Que Haidar, Sharifah Amani, Fazura",Romance / Drama,MIG Production,836000.00,1000.00,,,ROMANCE,DRAMA,,ROMANCE,PIERRE ANDRE, QUE HAIDAR, SHARIFAH AMANI, FAZURA,,,,,,,M,M,F,F,,,,,,,,0.666666667,0.333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,9
155,2008,6,26,Sepi,Kabir Bhatia,"Afdlin Shauki, Vanida Imran, Nasha Aziz, Tony Eusoff, Eja, Riezman Khuzaimi, Baizura Kahar, Sein Ruffedge, Pierre Andre, Eizlan Yusof, Rozita Che Wan",Drama / Romance,,844000.00,1500000.00,,,DRAMA,ROMANCE,,ROMANCE,AFDLIN SHAUKI, VANIDA IMRAN, NASHA AZIZ, TONY EUSOFF, EJA, RIEZMAN KHUZAIMI, BAIZURA KAHAR, SEIN RUFFEDGE, PIERRE ANDRE, EIZLAN YUSOF,M,F,F,M,F,M,F,M,M, EIZLAN YUSOF,M,0.333333333,0.666666667,0.5,0.5,0.4,0.6,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.6,0.4,Female,10
163,2008,10,30,Budak Kelantan,Wan Azli,"Danny, Bienda, Mohd Asrulfaizal, Along Eyzendy",Drama,,852000.00,600000.00,Wan Azli Wan Jusoh,,DRAMA,,,DRAMA,DANNY, BIENDA, MOHD ASRULFAIZAL, ALONG EYZENDY,,,,,,,M,F,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,11
153,2008,5,29,Apa Kata Hati?,Saw Teong Hin,"Raja Farah, Farid Kamil, Awal Ashaari, Dynas Mokhtar, Awie, Kartina Aziz, Fauziah Ahmad Daud, Harun Salim Bachik, AC Mizal, Vanida Imran, Adlin Aman Ramlie",Comedy / Romance,Tayangan Unggul,992000.00,1400000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,RAJA FARAH, FARID KAMIL, AWAL ASHAARI, DYNAS MOKHTAR, AWIE, KARTINA AZIZ, FAUZIAH AHMAD DAUD, HARUN SALIM BACHIK, AC MIZAL, VANIDA IMRAN,F,M,M,F,M,F,F,M,M, VANIDA IMRAN,F,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.5,0.5,0.428571429,0.571428571,0.5,0.5,0.555555556,0.444444444,0.5,0.5,Female,12
152,2008,5,1,Cinta U-Turn,Abdul Razak Mohaideen,"Awie, Fasha Sandha, Mazlan Pet Pet, Abu Bakar Omar, Jalaluddin Hassan, Azlee Jaafar, Fiza Elite",Comedy / Romance,,1124000.00,1500000.00,A. Razak Mohaideen,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,AWIE, FASHA SANDHA, MAZLAN PET PET, ABU BAKAR OMAR, JALALUDDIN HASSAN, AZLEE JAAFAR, FIZA ELITE,,,,M,F,M,M,M,M,F,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.833333333,0.166666667,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,Male,13
147,2008,2,21,Anak,,,Drama,Grand Brilliance,1245000.00,1000000.00,,,DRAMA,,,DRAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,14
160,2008,10,1,Kami The Movie,"Effendee Mazlan, Fariza Azlina Isahak","Liyana Jasmay, Syarul Ezani, Nas-T, Juliana Evans, Zeyna, Zahiril Adzim",Drama / Teen,,1245000.00,1400000.00,Fariza Azlina Isahak,,DRAMA,TEEN,,DRAMA,LIYANA JASMAY, SYARUL EZANI, NAS-T, JULIANA EVANS, ZEYNA, ZAHIRIL ADZIM,,,,,F,M,M,F,F,M,,,,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,15
167,2008,12,4,Los dan Faun,Afdlin Shauki,"Hans Isaac, Adlin Aman Ramlie, Erra Fazira, AC Mizal, Ida Nerina, Afdlin Shauki, Stephen Rahman Hughes",Action / Comedy,,1299000.00,1860000.00,,,ACTION,COMEDY,,ACTION_COMEDY,HANS ISAAC, ADLIN AMAN RAMLIE, ERRA FAZIRA, AC MIZAL, IDA NERINA, AFDLIN SHAUKI, STEPHEN RAHMAN HUGHES,,,,M,M,F,M,F,M,M,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.666666667,0.333333333,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,Male,16
171,2008,12,25,Brainscan: Aku dan Topi Ajaib,,"Sharifah Shahira, Nik Adruce",Adventure / Comedy / Science Fiction,Preceded by Cicak Man (2006),1318000.00,1000.00,,,ADVENTURE,COMEDY,SCIENCEFICTION,ADVENTURE,SHARIFAH SHAHIRA, NIK ADRUCE,,,,,,,,,F,M,,,,,,,,,,,,,,,,,,,,,,,,,,Male,17
156,2008,7,24,I'm Not Single,Pierre Andre,"Awal Ashaari, Farid Kamil, Lisa Surihani, Ahmad Idham, Intan Ladyana",Comedy / Romance,,1391000.00,1500000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,AWAL ASHAARI, FARID KAMIL, LISA SURIHANI, AHMAD IDHAM, INTAN LADYANA,,,,,,M,M,F,M,F,,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,18
166,2008,11,27,Antoo Fighter,,"Awie, Radhi, Harun Salim Bachik, Bront Palarae",Horror / Comedy,,2008000.00,1981000.00,,,HORROR,COMEDY,,HORROR_COMEDY,AWIE, RADHI, HARUN SALIM BACHIK, BRONT PALARAE,,,,,,,M,M,M,M,,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,19
145,2008,1,24,Cuci,Hans Isaac,"Awie, Afdlin Shauki, AC Mizal, Hans Isaac, Erra Fazira, Khir Rahman, Harun Salim Bachik, Umie Aida, Rahim Razali, Yusni Jaafar",Comedy,,2043000.00,1500000.00,,,COMEDY,,,COMEDY,AWIE, AFDLIN SHAUKI, AC MIZAL, HANS ISAAC, ERRA FAZIRA, KHIR RAHMAN, HARUN SALIM BACHIK, UMIE AIDA, RAHIM RAZALI, YUSNI JAAFAR,M,M,M,M,F,M,M,F,M, YUSNI JAAFAR,M,1,0,1,0,0.8,0.2,0.833333333,0.166666667,0.857142857,0.142857143,0.75,0.25,0.777777778,0.222222222,0.8,0.2,Male,20
157,2008,8,7,Susuk,"Amir Muhammad, Naeim Ghalili","Ida Nerina, Sofea Jane, Noorkhiriah, Diana Rafar, Adlin Aman Ramlie, Aleeza Kassim, Hairie Othman",Thriller / Horror / Mystery,,2066000.00,1800000.00,Rajesh Nair,,THRILLER,HORROR,MYSTERY,THRILLER,IDA NERINA, SOFEA JANE, NOORKHIRIAH, DIANA RAFAR, ADLIN AMAN RAMLIE, ALEEZA KASSIM, HAIRIE OTHMAN,,,,F,F,F,F,M,F,M,,,,,0,1,0,1,0.2,0.8,0.166666667,0.833333333,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,0.285714286,0.714285714,Female,21
