,year,month,day,title,director,cast,genre,href,gross,budget,writer1(lakon layar),writer2 (script),genre1,genre2,genre3,genre_final,cast1,cast2,cast3,cast4,cast5,cast6,cast7,cast8,cast9,case10,cast1_gender,cast2_gender,cast3_gender,cast4_gender,cast5_gender,cast6_gender,cast7_gender,cast8_gender,cast9_gender,cast10,cast10_gender,male_dist3,female_dist3,male_dist4,female_dist4,male_dist5,female_dist5,male_dist6,female_dist6,male_dist7,female_dist7,male_dist8,female_dist8,male_dist9,female_dist9,male_dist10,female_dist10,gender_majority,year_col
400,2013,10,17,Hello,A. R. Badul,"Tauke Jambu, Angah Raja Lawak, Along Cham, Fizo Omar, Herman Tino, Acong SweetChild",Comedy / Romance,,30000.00,740000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,TAUKE JAMBU, ANGAH RAJA LAWAK, ALONG CHAM, FIZO OMAR, HERMAN TINO, ACONG SWEETCHILD,,,,,M,M,M,M,M,M,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,4
373,2013,5,23,Olli,P. Rameesh,"Pushpa Narayan, Shashi Tharan",Action / Science-Fiction,Star Scope Production,50000.00,450000.00,,,ACTION,SCIENCEFICTION,,SCIFI/FANTASY,PUSHPA NARAYAN, SHASHI THARAN,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,Male,5
394,2013,9,19,Maraimugam,Sara.R,"Mogan, Krishnapriya",Comedy,[47],60000.00,310000.00,,,COMEDY,,,COMEDY,MOGAN, KRISHNAPRIYA,,,,,,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,Male,6
361,2013,3,14,Ops Kossa Dappa 3,K. Annan Joseph,"Loganathan, Sasi Kumar, Jasmine Micheal, Buveni Ann Mayan, Nilasha, Amber Chia, Priyanka Kothari, Kadhal Dhandabani",Action / Science-Fiction,ATV Pictures,70000.00,1510000.00,,,ACTION,SCIENCEFICTION,,SCIFI/FANTASY,LOGANATHAN, SASI KUMAR, JASMINE MICHEAL, BUVENI ANN MAYAN, NILASHA, AMBER CHIA, PRIYANKA KOTHARI, KADHAL DHANDABANI,,,M,M,F,F,F,F,F,M,,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.333333333,0.666666667,0.285714286,0.714285714,0.375,0.625,0.375,0.625,0.375,0.625,Female,7
379,2013,6,20,Tokak,Sabree Fadzil,"Abon, Joey Daud, Faiz Raja Lawak, Airis Yasmin, Kazar",Comedy / Horror,MIG Production,110000.00,2000000.00,,,COMEDY,HORROR,,HORROR_COMEDY,ABON, JOEY DAUD, FAIZ RAJA LAWAK, AIRIS YASMIN, KAZAR,,,,,,M,M,M,F,F,,,,,,,1,0,0.75,0.25,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,8
391,2013,9,5,Psiko: Pencuri Hati,Namron,"Bront Palarae, Sharifah Amani, Sein Ruffedge, Amerul Affendi, Shera Ayob, Julia Ziegler",Action / Drama / Suspense,Filmmecca Studio,110000.00,1070000.00,,,ACTION,DRAMA,SUSPENSE,ACTION,BRONT PALARAE, SHARIFAH AMANI, SEIN RUFFEDGE, AMERUL AFFENDI, SHERA AYOB, JULIA ZIEGLER,,,,,M,F,M,M,F,F,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,9
382,2013,7,25,Misteri Bisikan Pontianak,M. Subash Abdullah,"Ruminah Sidek, Mislina Mustaffa, Zakri, Haqim Omar",Thriller / Mystery,Tamil-language film,160000.00,760000.00,,,THRILLER,MYSTERY,,THRILLER,RUMINAH SIDEK, MISLINA MUSTAFFA, ZAKRI, HAQIM OMAR,,,,,,,F,F,M,M,,,,,,,,0.333333333,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,10
404,2013,11,14,Aku Pilih Kamu,Eyra Rahman,"Fezrul Khan, Intan Ladyana, Azhan Rani",Drama / Romance,MIG Pictures,160000.00,1500000.00,,,DRAMA,ROMANCE,,ROMANCE,FEZRUL KHAN, INTAN LADYANA, AZHAN RANI,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,11
378,2013,6,13,Pecah,Asrull Hisyam,"Tony Eusoff, Sofi Jikan, Izreen Azminda, Fizz Fairuz",Action / Thriller,Primeworks Studios,170000.00,680000.00,,,ACTION,THRILLER,,ACTION,TONY EUSOFF, SOFI JIKAN, IZREEN AZMINDA, FIZZ FAIRUZ,,,,,,,M,M,F,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,12
385,2013,8,8,Lemak Kampung Santan,Hans Isaac,"Hans Isaac, Neelofa, Harun Salim Bachik, Awie, Khir Rahman, Natasha Hudson",Romance,Tall Order Production,170000.00,1700000.00,,,ROMANCE,,,ROMANCE,HANS ISAAC, NEELOFA, HARUN SALIM BACHIK, AWIE, KHIR RAHMAN, NATASHA HUDSON,,,,,M,F,M,M,M,F,,,,,,0.666666667,0.333333333,0.75,0.25,0.8,0.2,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,13
348,2013,1,17,Paper Moon,Stanley Law,"Gordon Lam, Chrissie Chau, Tedd Chan",Drama / Romance,Double Vision,172000.00,2370000.00,,,DRAMA,ROMANCE,,ROMANCE,GORDON LAM, CHRISSIE CHAU, TEDD CHAN,,,,,,,,M,F,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,14
358,2013,3,7,Cerita Kita,Pierre Andre,"Yana Samsudin, Pekin Ibrahim, Fezrul Khan",Romance,Metrowealth Pictures,180000.00,1500000.00,,,ROMANCE,,,ROMANCE,YANA SAMSUDIN, PEKIN IBRAHIM, FEZRUL KHAN,,,,,,,,F,M,M,,,,,,,,,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,0.666666667,0.333333333,Male,15
356,2013,2,21,Pada Suatu Cinta Dahulu,Hashim Rejab,"Intan Ladyana, Niezam Zaidi, Wawa Zainal, Zalif Sidek, Aren Yunus",Comedy / Romance,Metrowealth Pictures,200000.00,1340000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,INTAN LADYANA, NIEZAM ZAIDI, WAWA ZAINAL, ZALIF SIDEK, AREN YUNUS,,,,,,F,M,F,M,M,,,,,,,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,16
360,2013,3,14,Awan Dania The Movie,Rashid Sibir,"Scha Alyahya, Elly Mazlein, Rusdi Ramli, Jehan Miskin",Comedy / Romance,,200000.00,1620000.00,,,COMEDY,ROMANCE,,ROMANTIC_COMEDY,SCHA ALYAHYA, ELLY MAZLEIN, RUSDI RAMLI, JEHAN MISKIN,,,,,,,F,F,M,M,,,,,,,,0.333333333,0.666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,17
403,2013,11,7,Malam.... Penuh Bermisteri,Shasha Omar,"Shasha Omar, Rahim Razali, Azri Iskandar, Bell Ngasri, Acong SweetChild",Thriller / Mystery,SK Movie Makers,220000.00,1590000.00,,,THRILLER,MYSTERY,,THRILLER,SHASHA OMAR, RAHIM RAZALI, AZRI ISKANDAR, BELL NGASRI, ACONG SWEETCHILD,,,,,,F,M,M,F,M,,,,,,,0.666666667,0.333333333,0.5,0.5,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,18
401,2013,10,24,Balada Pencinta,Khir Rahman,"Johan As'ari, Siti Saleha, Sein Ruffedge, Iedil Putra, Miera Leyana",Drama / Romance,MIG Pictures,270000.00,980000.00,,,DRAMA,ROMANCE,,ROMANCE,JOHAN AS'ARI, SITI SALEHA, SEIN RUFFEDGE, IEDIL PUTRA, MIERA LEYANA,,,,,,M,F,M,M,F,,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,Male,19
416,2013,12,26,Chikaro,Nizam Zakaria,"Izzue Islam, Adleena Nordin, Liyana Jasmay, Tasha Shilla, Izara Aishah",Comedy,[69],270000.00,1000.00,,,COMEDY,,,COMEDY,IZZUE ISLAM, ADLEENA NORDIN, LIYANA JASMAY, TASHA SHILLA, IZARA AISHAH,,,,,,M,F,F,F,F,,,,,,,0.333333333,0.666666667,0.25,0.75,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,0.2,0.8,Female,20
371,2013,5,9,99 Kali Rindu,Azhari Mohd Zain,"Aeril Zafrel, Wawa Zainal, Adey Syafrien, Fizo Omar, Diana Amir, Siti Aziz",Drama / Romance,MIG Pictures,290000.00,1260000.00,,,DRAMA,ROMANCE,,ROMANCE,AERIL ZAFREL, WAWA ZAINAL, ADEY SYAFRIEN, FIZO OMAR, DIANA AMIR, SITI AZIZ,,,,,M,F,M,M,F,F,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,21
368,2013,4,25,Mencari Cinta,Shirin Khuzaimi,"Rusdi Ramli, Nora Danish, Riezman Khuzaimi, Connie Ahmad",Romance,,350000.00,1500000.00,,,ROMANCE,,,ROMANCE,RUSDI RAMLI, NORA DANISH, RIEZMAN KHUZAIMI, CONNIE AHMAD,,,,,,,M,F,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,22
414,2013,12,19,Laki-Laki,Ahmad Rusli Mohamed Khadri,"Angah Raja Lawak, Zul Handyblack, Adey Syafrien, Mie Raja Lawak, Azrel Ismail",Comedy,[67],360000.00,1000.00,,,COMEDY,,,COMEDY,ANGAH RAJA LAWAK, ZUL HANDYBLACK, ADEY SYAFRIEN, MIE RAJA LAWAK, AZREL ISMAIL,,,,,,M,M,M,M,M,,,,,,,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Male,23
415,2013,12,19,Cinderella,Ahmad Idham,"Fizo Omar, Nelydia Senrose, Kamal Adli, Fauziah Nawi, Azizah Mahzan, Azlan Komeng, Jalaluddin Hassan",Romance,Excellent Pictures,440000.00,1000.00,,,ROMANCE,,,ROMANCE,FIZO OMAR, NELYDIA SENROSE, KAMAL ADLI, FAUZIAH NAWI, AZIZAH MAHZAN, AZLAN KOMENG, JALALUDDIN HASSAN,,,,M,F,M,F,F,M,M,,,,,0.666666667,0.333333333,0.5,0.5,0.4,0.6,0.5,0.5,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,Male,24
375,2013,5,30,KIL,Nik Amir Mustapha,"Redza Minhat, Cristina Suzanne Stockstill",Drama / Romance / Mystery,Tamil-language film,510000.00,150000.00,,,DRAMA,ROMANCE,MYSTERY,ROMANCE,REDZA MINHAT, CRISTINA SUZANNE STOCKSTILL,,,,,,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,Male,25
363,2013,3,21,Gila-Gila Remaja 2,V Nagaraj,"Hairul Azreen, Faralyna Idris, Fizz Fairuz, Taiyuddin Bakar",Action / Comedy,Megamovie,520000.00,1400000.00,,,ACTION,COMEDY,,ACTION_COMEDY,HAIRUL AZREEN, FARALYNA IDRIS, FIZZ FAIRUZ, TAIYUDDIN BAKAR,,,,,,,M,F,M,M,,,,,,,,0.666666667,0.333333333,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,Male,26
367,2013,4,18,Kecoh! Hantu Raya Tok Chai,Opie Zami,"Saiful Apek, Intan Ladyana, Sathiya, Azrul Cham, Amir Raja Lawak, Sobri Anuar, Kuswadinata",Comedy / Horror,3Line Media,520000.00,1230000.00,,,COMEDY,HORROR,,HORROR_COMEDY,SAIFUL APEK, INTAN LADYANA, SATHIYA, AZRUL CHAM, AMIR RAJA LAWAK, SOBRI ANUAR, KUSWADINATA,,,,M,F,F,M,M,M,F,,,,,0.333333333,0.666666667,0.5,0.5,0.6,0.4,0.666666667,0.333333333,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,0.571428571,0.428571429,Male,27
397,2013,10,3,"Ghost Ghost, Ghosts!",M. Subash Abdullah,"Renaise, Jackson, Eric Chen, Lenny Ooi, Susan Leong, Alice Yap",Horror,Genius Parade,540000.00,890000.00,,,HORROR,,,HORROR,RENAISE, JACKSON, ERIC CHEN, LENNY OOI, SUSAN LEONG, ALICE YAP,,,,,F,M,M,M,F,F,,,,,,0.666666667,0.333333333,0.75,0.25,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,Male,28
